Province,Country/Region,Date,Confirmed,Deaths,Recovered
Afghanistan,Afghanistan,22-January-2020,0,0,0
Afghanistan,Afghanistan,23-January-2020,0,0,0
Afghanistan,Afghanistan,24-January-2020,0,0,0
Afghanistan,Afghanistan,25-January-2020,0,0,0
Afghanistan,Afghanistan,26-January-2020,0,0,0
Afghanistan,Afghanistan,27-January-2020,0,0,0
Afghanistan,Afghanistan,28-January-2020,0,0,0
Afghanistan,Afghanistan,29-January-2020,0,0,0
Afghanistan,Afghanistan,30-January-2020,0,0,0
Afghanistan,Afghanistan,31-January-2020,0,0,0
Afghanistan,Afghanistan,01-February-2020,0,0,0
Afghanistan,Afghanistan,02-February-2020,0,0,0
Afghanistan,Afghanistan,03-February-2020,0,0,0
Afghanistan,Afghanistan,04-February-2020,0,0,0
Afghanistan,Afghanistan,05-February-2020,0,0,0
Afghanistan,Afghanistan,06-February-2020,0,0,0
Afghanistan,Afghanistan,07-February-2020,0,0,0
Afghanistan,Afghanistan,08-February-2020,0,0,0
Afghanistan,Afghanistan,09-February-2020,0,0,0
Afghanistan,Afghanistan,10-February-2020,0,0,0
Afghanistan,Afghanistan,11-February-2020,0,0,0
Afghanistan,Afghanistan,12-February-2020,0,0,0
Afghanistan,Afghanistan,13-February-2020,0,0,0
Afghanistan,Afghanistan,14-February-2020,0,0,0
Afghanistan,Afghanistan,15-February-2020,0,0,0
Afghanistan,Afghanistan,16-February-2020,0,0,0
Afghanistan,Afghanistan,17-February-2020,0,0,0
Afghanistan,Afghanistan,18-February-2020,0,0,0
Afghanistan,Afghanistan,19-February-2020,0,0,0
Afghanistan,Afghanistan,20-February-2020,0,0,0
Afghanistan,Afghanistan,21-February-2020,0,0,0
Afghanistan,Afghanistan,22-February-2020,0,0,0
Afghanistan,Afghanistan,23-February-2020,0,0,0
Afghanistan,Afghanistan,24-February-2020,1,0,0
Afghanistan,Afghanistan,25-February-2020,0,0,0
Afghanistan,Afghanistan,26-February-2020,0,0,0
Afghanistan,Afghanistan,27-February-2020,0,0,0
Afghanistan,Afghanistan,28-February-2020,0,0,0
Afghanistan,Afghanistan,29-February-2020,0,0,0
Afghanistan,Afghanistan,01-March-2020,0,0,0
Afghanistan,Afghanistan,02-March-2020,0,0,0
Afghanistan,Afghanistan,03-March-2020,1,0,0
Afghanistan,Afghanistan,04-March-2020,2,0,0
Afghanistan,Afghanistan,05-March-2020,0,0,0
Afghanistan,Afghanistan,06-March-2020,0,0,0
Afghanistan,Afghanistan,07-March-2020,0,0,0
Afghanistan,Afghanistan,08-March-2020,1,0,0
Afghanistan,Afghanistan,09-March-2020,2,0,0
Afghanistan,Afghanistan,10-March-2020,1,0,0
Afghanistan,Afghanistan,11-March-2020,3,0,0
Afghanistan,Afghanistan,12-March-2020,1,0,0
Afghanistan,Afghanistan,13-March-2020,1,0,0
Afghanistan,Afghanistan,14-March-2020,2,0,0
Afghanistan,Afghanistan,15-March-2020,1,0,0
Afghanistan,Afghanistan,16-March-2020,2,0,1
Afghanistan,Afghanistan,17-March-2020,2,0,0
Afghanistan,Afghanistan,18-March-2020,4,0,0
Afghanistan,Afghanistan,19-March-2020,1,0,0
Afghanistan,Afghanistan,20-March-2020,4,0,0
Afghanistan,Afghanistan,21-March-2020,1,0,0
Afghanistan,Afghanistan,22-March-2020,4,1,0
Afghanistan,Afghanistan,23-March-2020,7,0,0
Afghanistan,Afghanistan,24-March-2020,2,0,0
Afghanistan,Afghanistan,25-March-2020,33,1,1
Afghanistan,Afghanistan,26-March-2020,4,1,0
Afghanistan,Afghanistan,27-March-2020,11,0,0
Afghanistan,Afghanistan,28-March-2020,16,1,0
Afghanistan,Afghanistan,29-March-2020,11,0,0
Afghanistan,Afghanistan,30-March-2020,28,0,0
Afghanistan,Afghanistan,31-March-2020,29,0,3
Afghanistan,Afghanistan,01-April-2020,22,0,0
Afghanistan,Afghanistan,02-April-2020,43,0,5
Afghanistan,Afghanistan,03-April-2020,35,4,0
Afghanistan,Afghanistan,04-April-2020,25,2,0
Afghanistan,Afghanistan,05-April-2020,38,2,5
Afghanistan,Afghanistan,06-April-2020,30,3,3
Afghanistan,Afghanistan,07-April-2020,56,1,0
Afghanistan,Afghanistan,08-April-2020,21,0,11
Afghanistan,Afghanistan,09-April-2020,40,1,3
Afghanistan,Afghanistan,10-April-2020,47,1,0
Afghanistan,Afghanistan,11-April-2020,24,0,0
Afghanistan,Afghanistan,12-April-2020,52,1,0
Afghanistan,Afghanistan,13-April-2020,58,3,0
Afghanistan,Afghanistan,14-April-2020,49,1,8
Afghanistan,Afghanistan,15-April-2020,70,6,3
Afghanistan,Afghanistan,16-April-2020,56,1,11
Afghanistan,Afghanistan,17-April-2020,66,0,45
Afghanistan,Afghanistan,18-April-2020,27,0,13
Afghanistan,Afghanistan,19-April-2020,63,3,19
Afghanistan,Afghanistan,20-April-2020,30,3,4
Afghanistan,Afghanistan,21-April-2020,66,0,15
Afghanistan,Afghanistan,22-April-2020,84,4,16
Afghanistan,Afghanistan,23-April-2020,59,0,13
Afghanistan,Afghanistan,24-April-2020,95,3,9
Afghanistan,Afghanistan,25-April-2020,133,4,0
Afghanistan,Afghanistan,26-April-2020,68,5,19
Afghanistan,Afghanistan,27-April-2020,172,6,13
Afghanistan,Afghanistan,28-April-2020,126,1,8
Afghanistan,Afghanistan,29-April-2020,110,2,24
Afghanistan,Afghanistan,30-April-2020,187,3,8
Afghanistan,Afghanistan,01-May-2020,164,4,50
Afghanistan,Afghanistan,02-May-2020,179,4,21
Afghanistan,Afghanistan,03-May-2020,235,13,14
Afghanistan,Afghanistan,04-May-2020,190,5,52
Afghanistan,Afghanistan,05-May-2020,330,5,24
Afghanistan,Afghanistan,06-May-2020,168,9,37
Afghanistan,Afghanistan,07-May-2020,171,2,10
Afghanistan,Afghanistan,08-May-2020,217,3,4
Afghanistan,Afghanistan,09-May-2020,261,6,30
Afghanistan,Afghanistan,10-May-2020,361,5,56
Afghanistan,Afghanistan,11-May-2020,284,2,0
Afghanistan,Afghanistan,12-May-2020,281,5,52
Afghanistan,Afghanistan,13-May-2020,259,5,38
Afghanistan,Afghanistan,14-May-2020,413,4,43
Afghanistan,Afghanistan,15-May-2020,414,17,54
Afghanistan,Afghanistan,16-May-2020,349,15,0
Afghanistan,Afghanistan,17-May-2020,262,2,33
Afghanistan,Afghanistan,18-May-2020,408,3,23
Afghanistan,Afghanistan,19-May-2020,581,5,49
Afghanistan,Afghanistan,20-May-2020,492,10,80
Afghanistan,Afghanistan,21-May-2020,531,6,8
Afghanistan,Afghanistan,22-May-2020,542,12,58
Afghanistan,Afghanistan,23-May-2020,782,11,44
Afghanistan,Afghanistan,24-May-2020,584,2,35
Afghanistan,Afghanistan,25-May-2020,591,1,22
Afghanistan,Afghanistan,26-May-2020,658,1,31
Afghanistan,Afghanistan,27-May-2020,625,7,10
Afghanistan,Afghanistan,28-May-2020,580,8,71
Afghanistan,Afghanistan,29-May-2020,623,11,50
Afghanistan,Afghanistan,30-May-2020,866,3,44
Afghanistan,Afghanistan,31-May-2020,680,8,25
Afghanistan,Afghanistan,01-June-2020,545,8,100
Afghanistan,Afghanistan,02-June-2020,759,8,22
Afghanistan,Afghanistan,03-June-2020,758,24,72
Afghanistan,Afghanistan,04-June-2020,787,6,63
Afghanistan,Afghanistan,05-June-2020,915,9,177
Afghanistan,Afghanistan,06-June-2020,582,18,68
Afghanistan,Afghanistan,07-June-2020,791,30,45
Afghanistan,Afghanistan,08-June-2020,575,12,296
Afghanistan,Afghanistan,09-June-2020,542,15,480
Afghanistan,Afghanistan,10-June-2020,684,21,362
Afghanistan,Afghanistan,11-June-2020,748,21,313
Afghanistan,Afghanistan,12-June-2020,656,20,602
Afghanistan,Afghanistan,13-June-2020,556,5,273
Afghanistan,Afghanistan,14-June-2020,664,20,524
Afghanistan,Afghanistan,15-June-2020,761,7,439
Afghanistan,Afghanistan,16-June-2020,783,13,344
Afghanistan,Afghanistan,17-June-2020,564,13,650
Afghanistan,Afghanistan,18-June-2020,658,42,1502
Afghanistan,Afghanistan,19-June-2020,346,2,302
Afghanistan,Afghanistan,20-June-2020,546,21,330
Afghanistan,Afghanistan,21-June-2020,409,12,472
Afghanistan,Afghanistan,22-June-2020,310,12,77
Afghanistan,Afghanistan,23-June-2020,324,20,419
Afghanistan,Afghanistan,24-June-2020,234,21,609
Afghanistan,Afghanistan,25-June-2020,460,36,305
Afghanistan,Afghanistan,26-June-2020,276,8,132
Afghanistan,Afghanistan,27-June-2020,165,34,368
Afghanistan,Afghanistan,28-June-2020,351,12,1930
Afghanistan,Afghanistan,29-June-2020,271,12,1330
Afghanistan,Afghanistan,30-June-2020,279,12,197
Afghanistan,Afghanistan,01-July-2020,319,28,1520
Afghanistan,Afghanistan,02-July-2020,186,29,390
Afghanistan,Afghanistan,03-July-2020,302,12,1290
Afghanistan,Afghanistan,04-July-2020,348,7,1833
Afghanistan,Afghanistan,05-July-2020,279,38,202
Afghanistan,Afghanistan,06-July-2020,239,34,737
Afghanistan,Afghanistan,07-July-2020,194,22,76
Afghanistan,Afghanistan,08-July-2020,210,17,521
Afghanistan,Afghanistan,09-July-2020,314,20,147
Afghanistan,Afghanistan,10-July-2020,286,14,35
Afghanistan,Afghanistan,11-July-2020,172,23,253
Afghanistan,Afghanistan,12-July-2020,85,16,81
Afghanistan,Afghanistan,13-July-2020,154,28,38
Afghanistan,Afghanistan,14-July-2020,135,24,200
Afghanistan,Afghanistan,15-July-2020,254,32,1002
Afghanistan,Afghanistan,16-July-2020,76,21,368
Afghanistan,Afghanistan,17-July-2020,159,32,327
Afghanistan,Afghanistan,18-July-2020,60,17,122
Afghanistan,Afghanistan,19-July-2020,174,17,361
Afghanistan,Afghanistan,20-July-2020,40,2,107
Afghanistan,Afghanistan,21-July-2020,112,3,0
Afghanistan,Afghanistan,22-July-2020,112,4,183
Afghanistan,Afghanistan,23-July-2020,201,21,626
Afghanistan,Afghanistan,24-July-2020,60,14,52
Afghanistan,Afghanistan,25-July-2020,48,22,191
Afghanistan,Afghanistan,26-July-2020,121,12,387
Afghanistan,Afghanistan,27-July-2020,106,10,18
Afghanistan,Afghanistan,28-July-2020,105,1,160
Afghanistan,Afghanistan,29-July-2020,105,1,31
Afghanistan,Afghanistan,30-July-2020,69,10,82
Afghanistan,Afghanistan,31-July-2020,133,1,38
Afghanistan,Afghanistan,01-August-2020,35,1,0
Afghanistan,Afghanistan,02-August-2020,1,1,1
Afghanistan,Afghanistan,03-August-2020,36,4,159
Afghanistan,Afghanistan,04-August-2020,36,0,0
Afghanistan,Afghanistan,05-August-2020,47,6,73
Afghanistan,Afghanistan,06-August-2020,108,5,98
Afghanistan,Afghanistan,07-August-2020,78,9,63
Afghanistan,Afghanistan,08-August-2020,40,5,57
Afghanistan,Afghanistan,09-August-2020,37,6,0
Afghanistan,Afghanistan,10-August-2020,70,8,268
Afghanistan,Afghanistan,11-August-2020,107,17,187
Afghanistan,Afghanistan,12-August-2020,76,10,279
Afghanistan,Afghanistan,13-August-2020,86,9,20
Afghanistan,Afghanistan,14-August-2020,75,5,0
Afghanistan,Afghanistan,15-August-2020,45,1,452
Afghanistan,Afghanistan,16-August-2020,48,5,0
Afghanistan,Afghanistan,17-August-2020,77,2,0
Afghanistan,Afghanistan,18-August-2020,43,4,0
Afghanistan,Afghanistan,19-August-2020,40,2,0
Afghanistan,Afghanistan,20-August-2020,102,2,515
Afghanistan,Afghanistan,21-August-2020,33,0,335
Afghanistan,Afghanistan,22-August-2020,59,0,0
Afghanistan,Afghanistan,23-August-2020,46,2,164
Afghanistan,Afghanistan,24-August-2020,55,2,180
Afghanistan,Afghanistan,25-August-2020,16,8,80
Afghanistan,Afghanistan,26-August-2020,42,4,602
Afghanistan,Afghanistan,27-August-2020,16,0,4
Afghanistan,Afghanistan,28-August-2020,11,1,13
Afghanistan,Afghanistan,29-August-2020,3,0,4
Afghanistan,Afghanistan,30-August-2020,22,0,26
Afghanistan,Afghanistan,31-August-2020,4,0,0
Afghanistan,Afghanistan,01-September-2020,34,4,142
Afghanistan,Afghanistan,02-September-2020,50,3,84
Afghanistan,Afghanistan,03-September-2020,45,0,75
Afghanistan,Afghanistan,04-September-2020,16,0,323
Afghanistan,Afghanistan,05-September-2020,20,0,369
Afghanistan,Afghanistan,06-September-2020,74,3,455
Afghanistan,Afghanistan,07-September-2020,96,3,20
Afghanistan,Afghanistan,08-September-2020,26,3,158
Afghanistan,Afghanistan,09-September-2020,24,2,333
Afghanistan,Afghanistan,10-September-2020,28,0,81
Afghanistan,Afghanistan,11-September-2020,34,0,25
Afghanistan,Afghanistan,12-September-2020,35,0,80
Afghanistan,Afghanistan,13-September-2020,75,0,404
Afghanistan,Afghanistan,14-September-2020,56,6,435
Afghanistan,Afghanistan,15-September-2020,43,1,25
Afghanistan,Afghanistan,16-September-2020,40,10,405
Afghanistan,Afghanistan,17-September-2020,17,0,2
Afghanistan,Afghanistan,18-September-2020,25,1,71
Afghanistan,Afghanistan,19-September-2020,22,0,0
Afghanistan,Afghanistan,20-September-2020,125,4,0
Afghanistan,Afghanistan,21-September-2020,30,3,0
Afghanistan,Afghanistan,22-September-2020,22,1,0
Afghanistan,Afghanistan,23-September-2020,49,1,34
Afghanistan,Afghanistan,24-September-2020,25,5,9
Afghanistan,Afghanistan,25-September-2020,16,0,0
Afghanistan,Afghanistan,26-September-2020,6,2,16
Afghanistan,Afghanistan,27-September-2020,35,0,7
Afghanistan,Afghanistan,28-September-2020,12,3,0
Afghanistan,Afghanistan,29-September-2020,15,2,104
Afghanistan,Afghanistan,30-September-2020,14,0,43
Afghanistan,Afghanistan,01-October-2020,17,0,53
Afghanistan,Afghanistan,02-October-2020,5,0,0
Afghanistan,Afghanistan,03-October-2020,7,4,0
Afghanistan,Afghanistan,04-October-2020,44,0,10
Afghanistan,Afghanistan,05-October-2020,81,4,27
Afghanistan,Afghanistan,06-October-2020,64,1,98
Afghanistan,Afghanistan,07-October-2020,62,2,68
Afghanistan,Afghanistan,08-October-2020,68,1,13
Afghanistan,Afghanistan,09-October-2020,77,2,0
Afghanistan,Afghanistan,10-October-2020,10,1,6
Afghanistan,Afghanistan,11-October-2020,96,4,50
Afghanistan,Afghanistan,12-October-2020,71,2,4
Afghanistan,Afghanistan,13-October-2020,58,1,190
Afghanistan,Afghanistan,14-October-2020,66,1,46
Afghanistan,Afghanistan,15-October-2020,32,0,93
Afghanistan,Afghanistan,16-October-2020,62,4,69
Afghanistan,Afghanistan,17-October-2020,53,3,45
Afghanistan,Afghanistan,18-October-2020,59,4,53
Afghanistan,Afghanistan,19-October-2020,87,5,146
Afghanistan,Afghanistan,20-October-2020,82,2,30
Afghanistan,Afghanistan,21-October-2020,141,2,34
Afghanistan,Afghanistan,22-October-2020,116,4,7
Afghanistan,Afghanistan,23-October-2020,61,2,179
Afghanistan,Afghanistan,24-October-2020,81,4,13
Afghanistan,Afghanistan,25-October-2020,65,3,106
Afghanistan,Afghanistan,26-October-2020,104,4,21
Afghanistan,Afghanistan,27-October-2020,95,5,67
Afghanistan,Afghanistan,28-October-2020,113,6,20
Afghanistan,Afghanistan,29-October-2020,123,3,2
Afghanistan,Afghanistan,30-October-2020,66,1,19
Afghanistan,Afghanistan,31-October-2020,91,3,63
Afghanistan,Afghanistan,01-November-2020,76,0,5
Afghanistan,Afghanistan,02-November-2020,132,6,16
Afghanistan,Afghanistan,03-November-2020,95,3,13
Afghanistan,Afghanistan,04-November-2020,86,4,7
Afghanistan,Afghanistan,05-November-2020,121,6,78
Afghanistan,Afghanistan,06-November-2020,40,0,0
Afghanistan,Afghanistan,07-November-2020,58,2,6
Afghanistan,Afghanistan,08-November-2020,126,6,12
Afghanistan,Afghanistan,09-November-2020,138,12,263
Afghanistan,Afghanistan,10-November-2020,166,3,233
Afghanistan,Afghanistan,11-November-2020,146,4,13
Afghanistan,Afghanistan,12-November-2020,186,10,57
Afghanistan,Afghanistan,13-November-2020,174,4,12
Afghanistan,Afghanistan,14-November-2020,66,10,31
Afghanistan,Afghanistan,15-November-2020,205,12,25
Afghanistan,Afghanistan,16-November-2020,228,15,45
Afghanistan,Afghanistan,17-November-2020,213,6,23
Afghanistan,Afghanistan,18-November-2020,243,7,135
Afghanistan,Afghanistan,19-November-2020,253,5,55
Afghanistan,Afghanistan,20-November-2020,186,13,20
Afghanistan,Afghanistan,21-November-2020,140,12,52
Afghanistan,Afghanistan,22-November-2020,203,12,512
Afghanistan,Afghanistan,23-November-2020,282,12,42
Afghanistan,Afghanistan,24-November-2020,186,13,146
Afghanistan,Afghanistan,25-November-2020,210,13,23
Afghanistan,Afghanistan,26-November-2020,216,9,87
Afghanistan,Afghanistan,27-November-2020,123,3,63
Afghanistan,Afghanistan,28-November-2020,121,12,414
Afghanistan,Afghanistan,29-November-2020,272,22,7
Afghanistan,Afghanistan,30-November-2020,158,21,115
Afghanistan,Afghanistan,01-December-2020,242,27,115
Afghanistan,Afghanistan,02-December-2020,202,19,272
Afghanistan,Afghanistan,03-December-2020,119,5,42
Afghanistan,Afghanistan,04-December-2020,0,0,0
Afghanistan,Afghanistan,05-December-2020,235,18,133
Afghanistan,Afghanistan,06-December-2020,234,10,292
Afghanistan,Afghanistan,07-December-2020,210,26,194
Afghanistan,Afghanistan,08-December-2020,200,6,41
Afghanistan,Afghanistan,09-December-2020,135,13,112
Afghanistan,Afghanistan,10-December-2020,202,16,67
Afghanistan,Afghanistan,11-December-2020,63,10,42
Afghanistan,Afghanistan,12-December-2020,113,11,59
Afghanistan,Afghanistan,13-December-2020,298,9,50
Afghanistan,Afghanistan,14-December-2020,191,4,2
Afghanistan,Afghanistan,15-December-2020,234,26,84
Afghanistan,Afghanistan,16-December-2020,209,16,139
Afghanistan,Afghanistan,17-December-2020,217,14,30
Afghanistan,Afghanistan,18-December-2020,243,5,35
Afghanistan,Afghanistan,19-December-2020,60,17,73
Afghanistan,Afghanistan,20-December-2020,136,20,393
Afghanistan,Afghanistan,21-December-2020,196,15,502
Afghanistan,Afghanistan,22-December-2020,177,14,77
Afghanistan,Afghanistan,23-December-2020,243,21,107
Afghanistan,Afghanistan,24-December-2020,222,9,667
Afghanistan,Afghanistan,25-December-2020,155,13,85
Afghanistan,Afghanistan,26-December-2020,76,10,340
Afghanistan,Afghanistan,27-December-2020,153,11,312
Afghanistan,Afghanistan,28-December-2020,241,14,345
Afghanistan,Afghanistan,29-December-2020,70,5,102
Afghanistan,Afghanistan,30-December-2020,55,2,69
Afghanistan,Afghanistan,31-December-2020,121,10,115
Afghanistan,Afghanistan,01-January-2021,0,0,0
Afghanistan,Afghanistan,02-January-2021,0,0,0
Afghanistan,Afghanistan,03-January-2021,0,0,0
Afghanistan,Afghanistan,04-January-2021,1485,46,803
Afghanistan,Afghanistan,05-January-2021,94,7,136
Afghanistan,Afghanistan,06-January-2021,0,0,0
Afghanistan,Afghanistan,07-January-2021,102,9,625
Afghanistan,Afghanistan,08-January-2021,125,4,149
Afghanistan,Afghanistan,09-January-2021,68,7,300
Afghanistan,Afghanistan,10-January-2021,89,13,208
Afghanistan,Afghanistan,11-January-2021,49,11,189
Afghanistan,Afghanistan,12-January-2021,46,13,471
Afghanistan,Afghanistan,13-January-2021,0,0,242
Afghanistan,Afghanistan,14-January-2021,191,13,448
Afghanistan,Afghanistan,15-January-2021,56,10,136
Afghanistan,Afghanistan,16-January-2021,107,12,31
Afghanistan,Afghanistan,17-January-2021,46,3,403
Afghanistan,Afghanistan,18-January-2021,78,4,491
Afghanistan,Afghanistan,19-January-2021,79,3,195
Afghanistan,Afghanistan,20-January-2021,137,8,205
Afghanistan,Afghanistan,21-January-2021,125,9,128
Afghanistan,Afghanistan,22-January-2021,80,7,25
Afghanistan,Afghanistan,23-January-2021,76,3,31
Afghanistan,Afghanistan,24-January-2021,36,5,355
Afghanistan,Afghanistan,25-January-2021,77,7,67
Afghanistan,Afghanistan,26-January-2021,78,4,94
Afghanistan,Afghanistan,27-January-2021,104,0,90
Afghanistan,Afghanistan,28-January-2021,37,8,34
Afghanistan,Afghanistan,29-January-2021,48,2,23
Afghanistan,Afghanistan,30-January-2021,69,1,3
Afghanistan,Afghanistan,31-January-2021,15,0,70
Afghanistan,Afghanistan,01-February-2021,36,4,44
Afghanistan,Afghanistan,02-February-2021,62,1,75
Afghanistan,Afghanistan,03-February-2021,53,1,184
Afghanistan,Afghanistan,04-February-2021,57,1,13
Afghanistan,Afghanistan,05-February-2021,34,0,23
Afghanistan,Afghanistan,06-February-2021,65,1,9
Afghanistan,Afghanistan,07-February-2021,5,2,14
Afghanistan,Afghanistan,08-February-2021,24,3,1
Afghanistan,Afghanistan,09-February-2021,25,1,67
Afghanistan,Afghanistan,10-February-2021,18,4,24
Afghanistan,Afghanistan,11-February-2021,18,1,146
Afghanistan,Afghanistan,12-February-2021,25,5,111
Afghanistan,Afghanistan,13-February-2021,28,3,2
Afghanistan,Afghanistan,14-February-2021,19,0,3
Afghanistan,Afghanistan,15-February-2021,22,0,38
Afghanistan,Afghanistan,16-February-2021,4,1,81
Afghanistan,Afghanistan,17-February-2021,22,0,112
Afghanistan,Afghanistan,18-February-2021,17,2,172
Afghanistan,Afghanistan,19-February-2021,18,0,5
Afghanistan,Afghanistan,20-February-2021,5,0,17
Afghanistan,Afghanistan,21-February-2021,24,2,14
Afghanistan,Afghanistan,22-February-2021,13,1,61
Afghanistan,Afghanistan,23-February-2021,29,2,72
Afghanistan,Afghanistan,24-February-2021,18,1,119
Afghanistan,Afghanistan,25-February-2021,16,2,195
Afghanistan,Afghanistan,26-February-2021,16,4,4
Afghanistan,Afghanistan,27-February-2021,11,1,3
Afghanistan,Afghanistan,28-February-2021,7,0,45
Afghanistan,Afghanistan,01-March-2021,19,1,11
Afghanistan,Afghanistan,02-March-2021,26,2,3
Afghanistan,Afghanistan,03-March-2021,11,0,12
Afghanistan,Afghanistan,04-March-2021,5,0,3
Afghanistan,Afghanistan,05-March-2021,52,3,0
Afghanistan,Afghanistan,06-March-2021,13,0,7
Afghanistan,Afghanistan,07-March-2021,7,0,9
Afghanistan,Afghanistan,08-March-2021,29,2,24
Afghanistan,Afghanistan,09-March-2021,0,0,7
Afghanistan,Afghanistan,10-March-2021,18,0,90
Afghanistan,Afghanistan,11-March-2021,23,0,0
Afghanistan,Afghanistan,12-March-2021,42,3,0
Afghanistan,Afghanistan,13-March-2021,0,0,0
Afghanistan,Afghanistan,14-March-2021,26,3,6
Afghanistan,Afghanistan,15-March-2021,0,2,4
Afghanistan,Afghanistan,16-March-2021,10,1,18
Afghanistan,Afghanistan,17-March-2021,21,0,37
Afghanistan,Afghanistan,18-March-2021,28,2,128
Afghanistan,Afghanistan,19-March-2021,25,0,17
Afghanistan,Afghanistan,20-March-2021,24,0,0
Afghanistan,Afghanistan,21-March-2021,10,1,56
Afghanistan,Afghanistan,22-March-2021,50,1,6
Afghanistan,Afghanistan,23-March-2021,24,2,9
Afghanistan,Afghanistan,24-March-2021,15,0,50
Afghanistan,Afghanistan,25-March-2021,34,1,135
Afghanistan,Afghanistan,26-March-2021,28,0,57
Afghanistan,Afghanistan,27-March-2021,36,2,0
Afghanistan,Afghanistan,28-March-2021,4,1,19
Afghanistan,Afghanistan,29-March-2021,28,2,653
Afghanistan,Afghanistan,30-March-2021,62,4,807
Afghanistan,Afghanistan,31-March-2021,70,8,77
Afghanistan,Afghanistan,01-April-2021,63,5,238
Afghanistan,Afghanistan,02-April-2021,55,6,10
Afghanistan,Afghanistan,03-April-2021,23,1,4
Afghanistan,Afghanistan,04-April-2021,81,1,83
Afghanistan,Afghanistan,05-April-2021,41,11,17
Afghanistan,Afghanistan,06-April-2021,62,4,26
Afghanistan,Afghanistan,07-April-2021,94,0,12
Afghanistan,Afghanistan,08-April-2021,70,4,16
Afghanistan,Afghanistan,09-April-2021,76,5,5
Afghanistan,Afghanistan,10-April-2021,125,0,1
Afghanistan,Afghanistan,11-April-2021,16,0,27
Afghanistan,Afghanistan,12-April-2021,82,8,16
Afghanistan,Afghanistan,13-April-2021,122,0,8
Afghanistan,Afghanistan,14-April-2021,128,3,9
Afghanistan,Afghanistan,15-April-2021,42,1,61
Afghanistan,Afghanistan,16-April-2021,78,2,22
Afghanistan,Afghanistan,17-April-2021,109,4,11
Afghanistan,Afghanistan,18-April-2021,72,0,52
Afghanistan,Afghanistan,19-April-2021,105,7,76
Afghanistan,Afghanistan,20-April-2021,139,3,28
Afghanistan,Afghanistan,21-April-2021,177,8,29
Afghanistan,Afghanistan,22-April-2021,98,4,47
Afghanistan,Afghanistan,23-April-2021,230,4,15
Afghanistan,Afghanistan,24-April-2021,188,7,29
Afghanistan,Afghanistan,25-April-2021,113,10,97
Afghanistan,Afghanistan,26-April-2021,172,10,31
Afghanistan,Afghanistan,27-April-2021,210,6,274
Afghanistan,Afghanistan,28-April-2021,145,13,180
Afghanistan,Afghanistan,29-April-2021,206,7,129
Afghanistan,Afghanistan,30-April-2021,169,7,103
Afghanistan,Afghanistan,01-May-2021,194,6,66
Afghanistan,Afghanistan,02-May-2021,183,6,119
Afghanistan,Afghanistan,03-May-2021,178,5,0
Afghanistan,Afghanistan,04-May-2021,263,6,303
Afghanistan,Afghanistan,05-May-2021,234,6,56
Afghanistan,Afghanistan,06-May-2021,365,10,211
Afghanistan,Afghanistan,07-May-2021,293,9,58
Afghanistan,Afghanistan,08-May-2021,300,10,21
Afghanistan,Afghanistan,09-May-2021,87,3,182
Afghanistan,Afghanistan,10-May-2021,221,12,160
Afghanistan,Afghanistan,11-May-2021,340,12,121
Afghanistan,Afghanistan,12-May-2021,315,3,31
Afghanistan,Afghanistan,13-May-2021,327,8,85
Afghanistan,Afghanistan,14-May-2021,310,9,15
Afghanistan,Afghanistan,15-May-2021,57,3,29
Afghanistan,Afghanistan,16-May-2021,72,9,23
Afghanistan,Afghanistan,17-May-2021,114,3,324
Afghanistan,Afghanistan,18-May-2021,221,6,108
Afghanistan,Afghanistan,19-May-2021,303,11,411
Afghanistan,Afghanistan,20-May-2021,453,10,158
Afghanistan,Afghanistan,21-May-2021,505,10,103
Afghanistan,Afghanistan,22-May-2021,406,10,99
Afghanistan,Afghanistan,23-May-2021,242,10,146
Afghanistan,Afghanistan,24-May-2021,547,10,260
Afghanistan,Afghanistan,25-May-2021,628,24,223
Afghanistan,Afghanistan,26-May-2021,840,19,193
Afghanistan,Afghanistan,27-May-2021,623,14,251
Afghanistan,Afghanistan,28-May-2021,764,12,157
Afghanistan,Afghanistan,29-May-2021,981,18,162
Afghanistan,Afghanistan,30-May-2021,650,20,169
Afghanistan,Afghanistan,31-May-2021,1077,25,179
Afghanistan,Afghanistan,01-June-2021,1139,29,112
Afghanistan,Afghanistan,02-June-2021,1049,34,222
Afghanistan,Afghanistan,03-June-2021,1093,27,107
Afghanistan,Afghanistan,04-June-2021,1509,34,74
Afghanistan,Afghanistan,05-June-2021,1335,36,121
Afghanistan,Afghanistan,06-June-2021,1261,41,357
Afghanistan,Afghanistan,07-June-2021,1617,42,376
Afghanistan,Afghanistan,08-June-2021,1485,64,571
Afghanistan,Afghanistan,09-June-2021,1724,54,302
Afghanistan,Afghanistan,10-June-2021,1842,51,409
Afghanistan,Afghanistan,11-June-2021,1824,56,318
Afghanistan,Afghanistan,12-June-2021,1024,37,341
Afghanistan,Afghanistan,13-June-2021,1121,78,471
Algeria,Algeria,22-January-2020,0,0,0
Algeria,Algeria,23-January-2020,0,0,0
Algeria,Algeria,24-January-2020,0,0,0
Algeria,Algeria,25-January-2020,0,0,0
Algeria,Algeria,26-January-2020,0,0,0
Algeria,Algeria,27-January-2020,0,0,0
Algeria,Algeria,28-January-2020,0,0,0
Algeria,Algeria,29-January-2020,0,0,0
Algeria,Algeria,30-January-2020,0,0,0
